,0
"California 2012 democrat, bid 23",321421.8695652174
"California 2012 democrat, bid 24",308029.2916666667
"California 2012 democrat, bid 25",295708.12
"California 2012 democrat, bid 26",284334.73076923075
"California 2012 democrat, bid 27",273803.81481481483
"California 2012 democrat, bid 28",264025.10714285716
"California 2012 democrat, bid 29",254920.7931034483
"California 2012 democrat, bid 30",246423.43333333332
"California 2012 democrat, bid 31",238474.29032258064
"California 2012 democrat, bid 32",231021.96875
"California 2012 democrat, bid 33",224021.30303030304
"California 2012 democrat, bid 34",217432.4411764706
"California 2012 democrat, bid 35",211220.08571428573
"California 2012 democrat, bid 36",205352.86111111112
"California 2012 democrat, bid 37",199802.7837837838
"California 2012 democrat, bid 38",194544.81578947368
"California 2012 democrat, bid 39",189556.4871794872
"California 2012 democrat, bid 40",184817.575
"California 2012 democrat, bid 41",180309.82926829267
"California 2012 democrat, bid 42",176016.7380952381
"California 2012 democrat, bid 43",171923.32558139536
"California 2012 democrat, bid 44",168015.97727272726
"California 2012 democrat, bid 45",164282.2888888889
"California 2012 democrat, bid 46",160710.9347826087
"California 2012 democrat, bid 47",157291.55319148937
"California 2012 democrat, bid 48",154014.64583333334
"California 2012 democrat, bid 49",150871.48979591837
"California 2012 democrat, bid 50",147854.06
"California 2012 democrat, bid 51",144954.96078431373
"California 2012 democrat, bid 52",142167.36538461538
"California 2012 democrat, bid 53",139484.96226415093
"California 2012 none, bid 1",281642.0
"California 2012 none, bid 2",140821.0
"California 2012 none, bid 3",93880.66666666667
"California 2012 none, bid 4",70410.5
"California 2012 none, bid 5",56328.4
"California 2012 none, bid 6",46940.333333333336
"California 2012 none, bid 7",40234.57142857143
"California 2012 none, bid 8",35205.25
"California 2012 none, bid 9",31293.555555555555
"California 2012 none, bid 10",28164.2
"California 2012 none, bid 11",25603.81818181818
"California 2012 none, bid 12",23470.166666666668
"California 2012 none, bid 13",21664.76923076923
"California 2012 none, bid 14",20117.285714285714
"California 2012 none, bid 15",18776.133333333335
"California 2012 none, bid 16",17602.625
"California 2012 none, bid 17",16567.176470588234
"California 2012 none, bid 18",15646.777777777777
"California 2012 none, bid 19",14823.263157894737
"California 2012 none, bid 20",14082.1
"California 2012 none, bid 21",13411.52380952381
"California 2012 none, bid 22",12801.90909090909
"California 2012 none, bid 23",12245.304347826086
"California 2012 none, bid 24",11735.083333333334
"California 2012 none, bid 25",11265.68
"California 2012 none, bid 26",10832.384615384615
"California 2012 none, bid 27",10431.185185185184
"California 2012 none, bid 28",10058.642857142857
"California 2012 none, bid 29",9711.793103448275
"California 2012 none, bid 30",9388.066666666668
"California 2012 none, bid 31",9085.225806451614
"California 2012 none, bid 32",8801.3125
"California 2012 none, bid 33",8534.60606060606
"California 2012 none, bid 34",8283.588235294117
"California 2012 none, bid 35",8046.914285714286
"California 2012 none, bid 36",7823.388888888889
"California 2012 none, bid 37",7611.945945945946
"California 2012 none, bid 38",7411.631578947368
"California 2012 none, bid 39",7221.589743589743
"California 2012 none, bid 40",7041.05
"California 2012 none, bid 41",6869.317073170731
"California 2012 none, bid 42",6705.761904761905
"California 2012 none, bid 43",6549.813953488372
"California 2012 none, bid 44",6400.954545454545
"California 2012 none, bid 45",6258.711111111111
"California 2012 none, bid 46",6122.652173913043
"California 2012 none, bid 47",5992.382978723404
"California 2012 none, bid 48",5867.541666666667
"California 2012 none, bid 49",5747.7959183673465
"California 2012 none, bid 50",5632.84
"California 2012 none, bid 51",5522.392156862745
"California 2012 none, bid 52",5416.192307692308
"California 2012 none, bid 53",5314.0
"California 2012 republican, bid 1",4530012.0
"California 2012 republican, bid 2",2265006.0
"California 2012 republican, bid 3",1510004.0
"California 2012 republican, bid 4",1132503.0
"California 2012 republican, bid 5",906002.4
"California 2012 republican, bid 6",755002.0
"California 2012 republican, bid 7",647144.5714285715
"California 2012 republican, bid 8",566251.5
"California 2012 republican, bid 9",503334.6666666667
"California 2012 republican, bid 10",453001.2
"California 2012 republican, bid 11",411819.2727272727
"California 2012 republican, bid 12",377501.0
"California 2012 republican, bid 13",348462.46153846156
"California 2012 republican, bid 14",323572.28571428574
"California 2012 republican, bid 15",302000.8
"California 2012 republican, bid 16",283125.75
"California 2012 republican, bid 17",266471.29411764705
"California 2012 republican, bid 18",251667.33333333334
"California 2012 republican, bid 19",238421.68421052632
"California 2012 republican, bid 20",226500.6
"California 2012 republican, bid 21",215714.85714285713
"California 2012 republican, bid 22",205909.63636363635
"California 2012 republican, bid 23",196957.04347826086
"California 2012 republican, bid 24",188750.5
"California 2012 republican, bid 25",181200.48
"California 2012 republican, bid 26",174231.23076923078
"California 2012 republican, bid 27",167778.22222222222
"California 2012 republican, bid 28",161786.14285714287
"California 2012 republican, bid 29",156207.3103448276
"California 2012 republican, bid 30",151000.4
"California 2012 republican, bid 31",146129.4193548387
"California 2012 republican, bid 32",141562.875
"California 2012 republican, bid 33",137273.0909090909
"California 2012 republican, bid 34",133235.64705882352
"California 2012 republican, bid 35",129428.91428571429
"California 2012 republican, bid 36",125833.66666666667
"California 2012 republican, bid 37",122432.75675675676
"California 2012 republican, bid 38",119210.84210526316
"California 2012 republican, bid 39",116154.15384615384
"California 2012 republican, bid 40",113250.3
"California 2012 republican, bid 41",110488.09756097561
"California 2012 republican, bid 42",107857.42857142857
"California 2012 republican, bid 43",105349.11627906977
"California 2012 republican, bid 44",102954.81818181818
"California 2012 republican, bid 45",100666.93333333333
"California 2012 republican, bid 46",98478.52173913043
"California 2012 republican, bid 47",96383.23404255319
"California 2012 republican, bid 48",94375.25
"California 2012 republican, bid 49",92449.22448979592
"California 2012 republican, bid 50",90600.24
"California 2012 republican, bid 51",88823.76470588235
"California 2012 republican, bid 52",87115.61538461539
"California 2012 republican, bid 53",85471.92452830188
"Colorado 2012 american constitution, bid 1",29356.0
"Colorado 2012 american constitution, bid 2",14678.0
"Colorado 2012 american constitution, bid 3",9785.333333333334
"Colorado 2012 american constitution, bid 4",7339.0
"Colorado 2012 american constitution, bid 5",5871.2
"Colorado 2012 american constitution, bid 6",4892.666666666667
"Colorado 2012 american constitution, bid 7",4193.714285714285
"Colorado 2012 democrat, bid 1",1080153.0
"Colorado 2012 democrat, bid 2",540076.5
"Colorado 2012 democrat, bid 3",360051.0
"Colorado 2012 democrat, bid 4",270038.25
"Colorado 2012 democrat, bid 5",216030.6
"Colorado 2012 democrat, bid 6",180025.5
"Colorado 2012 democrat, bid 7",154307.57142857142
"Colorado 2012 green, bid 1",33526.0
"Colorado 2012 green, bid 2",16763.0
"Colorado 2012 green, bid 3",11175.333333333334
"Colorado 2012 green, bid 4",8381.5
"Colorado 2012 green, bid 5",6705.2
"Colorado 2012 green, bid 6",5587.666666666667
"Colorado 2012 green, bid 7",4789.428571428572
"Colorado 2012 libertarian, bid 1",85772.0
"Colorado 2012 libertarian, bid 2",42886.0
"Colorado 2012 libertarian, bid 3",28590.666666666668
"Colorado 2012 libertarian, bid 4",21443.0
"Colorado 2012 libertarian, bid 5",17154.4
"Colorado 2012 libertarian, bid 6",14295.333333333334
"Colorado 2012 libertarian, bid 7",12253.142857142857
"Colorado 2012 none, bid 1",77885.0
"Colorado 2012 none, bid 2",38942.5
"Colorado 2012 none, bid 3",25961.666666666668
"Colorado 2012 none, bid 4",19471.25
"Colorado 2012 none, bid 5",15577.0
"Colorado 2012 none, bid 6",12980.833333333334
"Colorado 2012 none, bid 7",11126.42857142857
"Colorado 2012 republican, bid 1",1143796.0
"Colorado 2012 republican, bid 2",571898.0
"Colorado 2012 republican, bid 3",381265.3333333333
"Colorado 2012 republican, bid 4",285949.0
"Colorado 2012 republican, bid 5",228759.2
"Colorado 2012 republican, bid 6",190632.66666666666
"Colorado 2012 republican, bid 7",163399.42857142858
"Connecticut 2012 NA, bid 1",23.0
"Connecticut 2012 NA, bid 2",11.5
"Connecticut 2012 NA, bid 3",7.666666666666667
"Connecticut 2012 NA, bid 4",5.75
"Connecticut 2012 NA, bid 5",4.6
"Connecticut 2012 democrat, bid 1",884398.0
"Connecticut 2012 democrat, bid 2",442199.0
"Connecticut 2012 democrat, bid 3",294799.3333333333
"Connecticut 2012 democrat, bid 4",221099.5
"Connecticut 2012 democrat, bid 5",176879.6
"Connecticut 2012 green, bid 1",9115.0
"Connecticut 2012 green, bid 2",4557.5
"Connecticut 2012 green, bid 3",3038.3333333333335
"Connecticut 2012 green, bid 4",2278.75
"Connecticut 2012 green, bid 5",1823.0
"Connecticut 2012 independent, bid 1",9710.0
"Connecticut 2012 independent, bid 2",4855.0
"Connecticut 2012 independent, bid 3",3236.6666666666665
"Connecticut 2012 independent, bid 4",2427.5
"Connecticut 2012 independent, bid 5",1942.0
"Connecticut 2012 libertarian, bid 1",2511.0
"Connecticut 2012 libertarian, bid 2",1255.5
"Connecticut 2012 libertarian, bid 3",837.0
"Connecticut 2012 libertarian, bid 4",627.75
"Connecticut 2012 libertarian, bid 5",502.2
"Connecticut 2012 nominated by petition, bid 1",2290.0
"Connecticut 2012 nominated by petition, bid 2",1145.0
"Connecticut 2012 nominated by petition, bid 3",763.3333333333334
"Connecticut 2012 nominated by petition, bid 4",572.5
"Connecticut 2012 nominated by petition, bid 5",458.0
"Connecticut 2012 republican, bid 1",490580.0
"Connecticut 2012 republican, bid 2",245290.0
"Connecticut 2012 republican, bid 3",163526.66666666666
"Connecticut 2012 republican, bid 4",122645.0
"Connecticut 2012 republican, bid 5",98116.0
"Connecticut 2012 working families, bid 1",66883.0
"Connecticut 2012 working families, bid 2",33441.5
"Connecticut 2012 working families, bid 3",22294.333333333332
"Connecticut 2012 working families, bid 4",16720.75
"Connecticut 2012 working families, bid 5",13376.6
"Delaware 2012 democrat, bid 1",249933.0
"Delaware 2012 green, bid 1",4273.0
"Delaware 2012 libertarian, bid 1",4096.0
"Delaware 2012 republican, bid 1",129757.0
"Florida 2012 , bid 1",17.0
"Florida 2012 , bid 2",8.5
"Florida 2012 , bid 3",5.666666666666667
"Florida 2012 , bid 4",4.25
"Florida 2012 , bid 5",3.4
"Florida 2012 , bid 6",2.8333333333333335
"Florida 2012 , bid 7",2.4285714285714284
"Florida 2012 , bid 8",2.125
"Florida 2012 , bid 9",1.8888888888888888
"Florida 2012 , bid 10",1.7
"Florida 2012 , bid 11",1.5454545454545454
"Florida 2012 , bid 12",1.4166666666666667
"Florida 2012 , bid 13",1.3076923076923077
"Florida 2012 , bid 14",1.2142857142857142
"Florida 2012 , bid 15",1.1333333333333333
"Florida 2012 , bid 16",1.0625
"Florida 2012 , bid 17",1.0
"Florida 2012 , bid 18",0.9444444444444444
"Florida 2012 , bid 19",0.8947368421052632
"Florida 2012 , bid 20",0.85
"Florida 2012 , bid 21",0.8095238095238095
"Florida 2012 , bid 22",0.7727272727272727
"Florida 2012 , bid 23",0.7391304347826086
"Florida 2012 , bid 24",0.7083333333333334
"Florida 2012 , bid 25",0.68
"Florida 2012 , bid 26",0.6538461538461539
"Florida 2012 , bid 27",0.6296296296296297
"Florida 2012 NA, bid 1",608.0
"Florida 2012 NA, bid 2",304.0
"Florida 2012 NA, bid 3",202.66666666666666
"Florida 2012 NA, bid 4",152.0
"Florida 2012 NA, bid 5",121.6
"Florida 2012 NA, bid 6",101.33333333333333
"Florida 2012 NA, bid 7",86.85714285714286
"Florida 2012 NA, bid 8",76.0
"Florida 2012 NA, bid 9",67.55555555555556
"Florida 2012 NA, bid 10",60.8
"Florida 2012 NA, bid 11",55.27272727272727
"Florida 2012 NA, bid 12",50.666666666666664
"Florida 2012 NA, bid 13",46.76923076923077
"Florida 2012 NA, bid 14",43.42857142857143
"Florida 2012 NA, bid 15",40.53333333333333
"Florida 2012 NA, bid 16",38.0
"Florida 2012 NA, bid 17",35.76470588235294
"Florida 2012 NA, bid 18",33.77777777777778
"Florida 2012 NA, bid 19",32.0
"Florida 2012 NA, bid 20",30.4
"Florida 2012 NA, bid 21",28.952380952380953
"Florida 2012 NA, bid 22",27.636363636363637
"Florida 2012 NA, bid 23",26.434782608695652
"Florida 2012 NA, bid 24",25.333333333333332
"Florida 2012 NA, bid 25",24.32
"Florida 2012 NA, bid 26",23.384615384615383
"Florida 2012 NA, bid 27",22.51851851851852
"Florida 2012 democrat, bid 1",3392403.0
"Florida 2012 democrat, bid 2",1696201.5
"Florida 2012 democrat, bid 3",1130801.0
"Florida 2012 democrat, bid 4",848100.75
"Florida 2012 democrat, bid 5",678480.6
"Florida 2012 democrat, bid 6",565400.5
"Florida 2012 democrat, bid 7",484629.0
"Florida 2012 democrat, bid 8",424050.375
"Florida 2012 democrat, bid 9",376933.6666666667
"Florida 2012 democrat, bid 10",339240.3
"Florida 2012 democrat, bid 11",308400.2727272727
"Florida 2012 democrat, bid 12",282700.25
"Florida 2012 democrat, bid 13",260954.07692307694
"Florida 2012 democrat, bid 14",242314.5
"Florida 2012 democrat, bid 15",226160.2
"Florida 2012 democrat, bid 16",212025.1875
"Florida 2012 democrat, bid 17",199553.11764705883
"Florida 2012 democrat, bid 18",188466.83333333334
"Florida 2012 democrat, bid 19",178547.52631578947
"Florida 2012 democrat, bid 20",169620.15
"Florida 2012 democrat, bid 21",161543.0
"Florida 2012 democrat, bid 22",154200.13636363635
"Florida 2012 democrat, bid 23",147495.78260869565
"Florida 2012 democrat, bid 24",141350.125
"Florida 2012 democrat, bid 25",135696.12
"Florida 2012 democrat, bid 26",130477.03846153847
"Florida 2012 democrat, bid 27",125644.55555555556
"Florida 2012 libertarian, bid 1",11176.0
"Florida 2012 libertarian, bid 2",5588.0
"Florida 2012 libertarian, bid 3",3725.3333333333335
"Florida 2012 libertarian, bid 4",2794.0
"Florida 2012 libertarian, bid 5",2235.2
"Florida 2012 libertarian, bid 6",1862.6666666666667
"Florida 2012 libertarian, bid 7",1596.5714285714287
"Florida 2012 libertarian, bid 8",1397.0
"Florida 2012 libertarian, bid 9",1241.7777777777778
"Florida 2012 libertarian, bid 10",1117.6
"Florida 2012 libertarian, bid 11",1016.0
"Florida 2012 libertarian, bid 12",931.3333333333334
"Florida 2012 libertarian, bid 13",859.6923076923077
"Florida 2012 libertarian, bid 14",798.2857142857143
"Florida 2012 libertarian, bid 15",745.0666666666667
"Florida 2012 libertarian, bid 16",698.5
"Florida 2012 libertarian, bid 17",657.4117647058823
"Florida 2012 libertarian, bid 18",620.8888888888889
"Florida 2012 libertarian, bid 19",588.2105263157895
"Florida 2012 libertarian, bid 20",558.8
"Florida 2012 libertarian, bid 21",532.1904761904761
"Florida 2012 libertarian, bid 22",508.0
"Florida 2012 libertarian, bid 23",485.9130434782609
"Florida 2012 libertarian, bid 24",465.6666666666667
"Florida 2012 libertarian, bid 25",447.04
"Florida 2012 libertarian, bid 26",429.84615384615387
"Florida 2012 libertarian, bid 27",413.9259259259259
"Florida 2012 none, bid 1",282809.0
"Florida 2012 none, bid 2",141404.5
"Florida 2012 none, bid 3",94269.66666666667
"Florida 2012 none, bid 4",70702.25
"Florida 2012 none, bid 5",56561.8
"Florida 2012 none, bid 6",47134.833333333336
"Florida 2012 none, bid 7",40401.28571428572
"Florida 2012 none, bid 8",35351.125
"Florida 2012 none, bid 9",31423.222222222223
"Florida 2012 none, bid 10",28280.9
"Florida 2012 none, bid 11",25709.909090909092
"Florida 2012 none, bid 12",23567.416666666668
"Florida 2012 none, bid 13",21754.53846153846
"Florida 2012 none, bid 14",20200.64285714286
"Florida 2012 none, bid 15",18853.933333333334
"Florida 2012 none, bid 16",17675.5625
"Florida 2012 none, bid 17",16635.823529411766
"Florida 2012 none, bid 18",15711.611111111111
"Florida 2012 none, bid 19",14884.684210526315
"Florida 2012 none, bid 20",14140.45
"Florida 2012 none, bid 21",13467.095238095239
"Florida 2012 none, bid 22",12854.954545454546
"Florida 2012 none, bid 23",12296.04347826087
"Florida 2012 none, bid 24",11783.708333333334
"Florida 2012 none, bid 25",11312.36
"Florida 2012 none, bid 26",10877.26923076923
"Florida 2012 none, bid 27",10474.407407407407
"Florida 2012 republican, bid 1",3826523.0
"Florida 2012 republican, bid 2",1913261.5
"Florida 2012 republican, bid 3",1275507.6666666667
"Florida 2012 republican, bid 4",956630.75
"Florida 2012 republican, bid 5",765304.6
"Florida 2012 republican, bid 6",637753.8333333334
"Florida 2012 republican, bid 7",546646.1428571428
"Florida 2012 republican, bid 8",478315.375
"Florida 2012 republican, bid 9",425169.22222222225
"Florida 2012 republican, bid 10",382652.3
"Florida 2012 republican, bid 11",347865.7272727273
"Florida 2012 republican, bid 12",318876.9166666667
"Florida 2012 republican, bid 13",294347.92307692306
"Florida 2012 republican, bid 14",273323.0714285714
"Florida 2012 republican, bid 15",255101.53333333333
"Florida 2012 republican, bid 16",239157.6875
"Florida 2012 republican, bid 17",225089.58823529413
"Florida 2012 republican, bid 18",212584.61111111112
"Florida 2012 republican, bid 19",201395.94736842104
"Florida 2012 republican, bid 20",191326.15
"Florida 2012 republican, bid 21",182215.38095238095
"Florida 2012 republican, bid 22",173932.86363636365
"Florida 2012 republican, bid 23",166370.5652173913
"Florida 2012 republican, bid 24",159438.45833333334
"Florida 2012 republican, bid 25",153060.92
"Florida 2012 republican, bid 26",147173.96153846153
"Florida 2012 republican, bid 27",141723.07407407407
"Georgia 2012 democrat, bid 1",1448869.0
"Georgia 2012 democrat, bid 2",724434.5
"Georgia 2012 democrat, bid 3",482956.3333333333
"Georgia 2012 democrat, bid 4",362217.25
"Georgia 2012 democrat, bid 5",289773.8
"Georgia 2012 democrat, bid 6",241478.16666666666
"Georgia 2012 democrat, bid 7",206981.2857142857
"Georgia 2012 democrat, bid 8",181108.625
"Georgia 2012 democrat, bid 9",160985.44444444444
"Georgia 2012 democrat, bid 10",144886.9
"Georgia 2012 democrat, bid 11",131715.36363636365
"Georgia 2012 democrat, bid 12",120739.08333333333
"Georgia 2012 democrat, bid 13",111451.46153846153
"Georgia 2012 democrat, bid 14",103490.64285714286
"Georgia 2012 republican, bid 1",2104098.0
"Georgia 2012 republican, bid 2",1052049.0
"Georgia 2012 republican, bid 3",701366.0
"Georgia 2012 republican, bid 4",526024.5
"Georgia 2012 republican, bid 5",420819.6
"Georgia 2012 republican, bid 6",350683.0
"Georgia 2012 republican, bid 7",300585.4285714286
"Georgia 2012 republican, bid 8",263012.25
"Georgia 2012 republican, bid 9",233788.66666666666
"Georgia 2012 republican, bid 10",210409.8
"Georgia 2012 republican, bid 11",191281.63636363635
"Georgia 2012 republican, bid 12",175341.5
"Georgia 2012 republican, bid 13",161853.6923076923
"Georgia 2012 republican, bid 14",150292.7142857143
"Hawaii 2012 , bid 1",14620.0
"Hawaii 2012 , bid 2",7310.0
"Hawaii 2012 democrat, bid 1",285008.0
"Hawaii 2012 democrat, bid 2",142504.0
"Hawaii 2012 republican, bid 1",137531.0
"Hawaii 2012 republican, bid 2",68765.5
"Idaho 2012 NA, bid 1",235.0
"Idaho 2012 NA, bid 2",117.5
"Idaho 2012 democrat, bid 1",208297.0
"Idaho 2012 democrat, bid 2",104148.5
"Idaho 2012 independent, bid 1",7607.0
"Idaho 2012 independent, bid 2",3803.5
"Idaho 2012 libertarian, bid 1",12265.0
"Idaho 2012 libertarian, bid 2",6132.5
"Idaho 2012 republican, bid 1",406814.0
"Idaho 2012 republican, bid 2",203407.0
"Illinois 2012 NA, bid 1",361.0
"Illinois 2012 NA, bid 2",180.5
"Illinois 2012 NA, bid 3",120.33333333333333
"Illinois 2012 NA, bid 4",90.25
"Illinois 2012 NA, bid 5",72.2
"Illinois 2012 NA, bid 6",60.166666666666664
"Illinois 2012 NA, bid 7",51.57142857142857
"Illinois 2012 NA, bid 8",45.125
"Illinois 2012 NA, bid 9",40.111111111111114
"Illinois 2012 NA, bid 10",36.1
"Illinois 2012 NA, bid 11",32.81818181818182
"Illinois 2012 NA, bid 12",30.083333333333332
"Illinois 2012 NA, bid 13",27.76923076923077
"Illinois 2012 NA, bid 14",25.785714285714285
"Illinois 2012 NA, bid 15",24.066666666666666
"Illinois 2012 NA, bid 16",22.5625
"Illinois 2012 NA, bid 17",21.235294117647058
"Illinois 2012 NA, bid 18",20.055555555555557
"Illinois 2012 democrat, bid 1",2743702.0
"Illinois 2012 democrat, bid 2",1371851.0
"Illinois 2012 democrat, bid 3",914567.3333333334
"Illinois 2012 democrat, bid 4",685925.5
"Illinois 2012 democrat, bid 5",548740.4
"Illinois 2012 democrat, bid 6",457283.6666666667
"Illinois 2012 democrat, bid 7",391957.4285714286
"Illinois 2012 democrat, bid 8",342962.75
"Illinois 2012 democrat, bid 9",304855.77777777775
"Illinois 2012 democrat, bid 10",274370.2
"Illinois 2012 democrat, bid 11",249427.45454545456
"Illinois 2012 democrat, bid 12",228641.83333333334
"Illinois 2012 democrat, bid 13",211054.0
"Illinois 2012 democrat, bid 14",195978.7142857143
"Illinois 2012 democrat, bid 15",182913.46666666667
"Illinois 2012 democrat, bid 16",171481.375
"Illinois 2012 democrat, bid 17",161394.23529411765
"Illinois 2012 democrat, bid 18",152427.88888888888
"Illinois 2012 green, bid 1",32404.0
"Illinois 2012 green, bid 2",16202.0
"Illinois 2012 green, bid 3",10801.333333333334
"Illinois 2012 green, bid 4",8101.0
"Illinois 2012 green, bid 5",6480.8
"Illinois 2012 green, bid 6",5400.666666666667
"Illinois 2012 green, bid 7",4629.142857142857
"Illinois 2012 green, bid 8",4050.5
"Illinois 2012 green, bid 9",3600.4444444444443
"Illinois 2012 green, bid 10",3240.4
"Illinois 2012 green, bid 11",2945.818181818182
"Illinois 2012 green, bid 12",2700.3333333333335
"Illinois 2012 green, bid 13",2492.6153846153848
"Illinois 2012 green, bid 14",2314.5714285714284
"Illinois 2012 green, bid 15",2160.266666666667
"Illinois 2012 green, bid 16",2025.25
"Illinois 2012 green, bid 17",1906.1176470588234
"Illinois 2012 green, bid 18",1800.2222222222222
"Illinois 2012 independent, bid 1",73848.0
"Illinois 2012 independent, bid 2",36924.0
"Illinois 2012 independent, bid 3",24616.0
"Illinois 2012 independent, bid 4",18462.0
"Illinois 2012 independent, bid 5",14769.6
"Illinois 2012 independent, bid 6",12308.0
"Illinois 2012 independent, bid 7",10549.714285714286
"Illinois 2012 independent, bid 8",9231.0
"Illinois 2012 independent, bid 9",8205.333333333334
"Illinois 2012 independent, bid 10",7384.8
"Illinois 2012 independent, bid 11",6713.454545454545
"Illinois 2012 independent, bid 12",6154.0
