,0
"Arizona 2010 republican, bid 6",167602.5
"Arizona 2010 republican, bid 7",143659.2857142857
"Arizona 2010 republican, bid 8",125701.875
"Arkansas 2010 , bid 1",143.0
"Arkansas 2010 , bid 2",71.5
"Arkansas 2010 , bid 3",47.666666666666664
"Arkansas 2010 , bid 4",35.75
"Arkansas 2010 NA, bid 1",376.0
"Arkansas 2010 NA, bid 2",188.0
"Arkansas 2010 NA, bid 3",125.33333333333333
"Arkansas 2010 NA, bid 4",94.0
"Arkansas 2010 democrat, bid 1",288156.0
"Arkansas 2010 democrat, bid 2",144078.0
"Arkansas 2010 democrat, bid 3",96052.0
"Arkansas 2010 democrat, bid 4",72039.0
"Arkansas 2010 green, bid 1",14430.0
"Arkansas 2010 green, bid 2",7215.0
"Arkansas 2010 green, bid 3",4810.0
"Arkansas 2010 green, bid 4",3607.5
"Arkansas 2010 independent, bid 1",25234.0
"Arkansas 2010 independent, bid 2",12617.0
"Arkansas 2010 independent, bid 3",8411.333333333334
"Arkansas 2010 independent, bid 4",6308.5
"Arkansas 2010 republican, bid 1",451618.0
"Arkansas 2010 republican, bid 2",225809.0
"Arkansas 2010 republican, bid 3",150539.33333333334
"Arkansas 2010 republican, bid 4",112904.5
"California 2010 NA, bid 1",67.0
"California 2010 NA, bid 2",33.5
"California 2010 NA, bid 3",22.333333333333332
"California 2010 NA, bid 4",16.75
"California 2010 NA, bid 5",13.4
"California 2010 NA, bid 6",11.166666666666666
"California 2010 NA, bid 7",9.571428571428571
"California 2010 NA, bid 8",8.375
"California 2010 NA, bid 9",7.444444444444445
"California 2010 NA, bid 10",6.7
"California 2010 NA, bid 11",6.090909090909091
"California 2010 NA, bid 12",5.583333333333333
"California 2010 NA, bid 13",5.153846153846154
"California 2010 NA, bid 14",4.785714285714286
"California 2010 NA, bid 15",4.466666666666667
"California 2010 NA, bid 16",4.1875
"California 2010 NA, bid 17",3.9411764705882355
"California 2010 NA, bid 18",3.7222222222222223
"California 2010 NA, bid 19",3.526315789473684
"California 2010 NA, bid 20",3.35
"California 2010 NA, bid 21",3.1904761904761907
"California 2010 NA, bid 22",3.0454545454545454
"California 2010 NA, bid 23",2.9130434782608696
"California 2010 NA, bid 24",2.7916666666666665
"California 2010 NA, bid 25",2.68
"California 2010 NA, bid 26",2.576923076923077
"California 2010 NA, bid 27",2.4814814814814814
"California 2010 NA, bid 28",2.392857142857143
"California 2010 NA, bid 29",2.310344827586207
"California 2010 NA, bid 30",2.2333333333333334
"California 2010 NA, bid 31",2.161290322580645
"California 2010 NA, bid 32",2.09375
"California 2010 NA, bid 33",2.0303030303030303
"California 2010 NA, bid 34",1.9705882352941178
"California 2010 NA, bid 35",1.9142857142857144
"California 2010 NA, bid 36",1.8611111111111112
"California 2010 NA, bid 37",1.8108108108108107
"California 2010 NA, bid 38",1.763157894736842
"California 2010 NA, bid 39",1.7179487179487178
"California 2010 NA, bid 40",1.675
"California 2010 NA, bid 41",1.6341463414634145
"California 2010 NA, bid 42",1.5952380952380953
"California 2010 NA, bid 43",1.558139534883721
"California 2010 NA, bid 44",1.5227272727272727
"California 2010 NA, bid 45",1.488888888888889
"California 2010 NA, bid 46",1.4565217391304348
"California 2010 NA, bid 47",1.425531914893617
"California 2010 NA, bid 48",1.3958333333333333
"California 2010 NA, bid 49",1.3673469387755102
"California 2010 NA, bid 50",1.34
"California 2010 NA, bid 51",1.3137254901960784
"California 2010 NA, bid 52",1.2884615384615385
"California 2010 NA, bid 53",1.2641509433962264
"California 2010 american independent, bid 1",125441.0
"California 2010 american independent, bid 2",62720.5
"California 2010 american independent, bid 3",41813.666666666664
"California 2010 american independent, bid 4",31360.25
"California 2010 american independent, bid 5",25088.2
"California 2010 american independent, bid 6",20906.833333333332
"California 2010 american independent, bid 7",17920.14285714286
"California 2010 american independent, bid 8",15680.125
"California 2010 american independent, bid 9",13937.888888888889
"California 2010 american independent, bid 10",12544.1
"California 2010 american independent, bid 11",11403.727272727272
"California 2010 american independent, bid 12",10453.416666666666
"California 2010 american independent, bid 13",9649.307692307691
"California 2010 american independent, bid 14",8960.07142857143
"California 2010 american independent, bid 15",8362.733333333334
"California 2010 american independent, bid 16",7840.0625
"California 2010 american independent, bid 17",7378.882352941177
"California 2010 american independent, bid 18",6968.944444444444
"California 2010 american independent, bid 19",6602.1578947368425
"California 2010 american independent, bid 20",6272.05
"California 2010 american independent, bid 21",5973.380952380952
"California 2010 american independent, bid 22",5701.863636363636
"California 2010 american independent, bid 23",5453.95652173913
"California 2010 american independent, bid 24",5226.708333333333
"California 2010 american independent, bid 25",5017.64
"California 2010 american independent, bid 26",4824.653846153846
"California 2010 american independent, bid 27",4645.962962962963
"California 2010 american independent, bid 28",4480.035714285715
"California 2010 american independent, bid 29",4325.551724137931
"California 2010 american independent, bid 30",4181.366666666667
"California 2010 american independent, bid 31",4046.483870967742
"California 2010 american independent, bid 32",3920.03125
"California 2010 american independent, bid 33",3801.242424242424
"California 2010 american independent, bid 34",3689.4411764705883
"California 2010 american independent, bid 35",3584.0285714285715
"California 2010 american independent, bid 36",3484.472222222222
"California 2010 american independent, bid 37",3390.2972972972975
"California 2010 american independent, bid 38",3301.0789473684213
"California 2010 american independent, bid 39",3216.4358974358975
"California 2010 american independent, bid 40",3136.025
"California 2010 american independent, bid 41",3059.5365853658536
"California 2010 american independent, bid 42",2986.690476190476
"California 2010 american independent, bid 43",2917.232558139535
"California 2010 american independent, bid 44",2850.931818181818
"California 2010 american independent, bid 45",2787.5777777777776
"California 2010 american independent, bid 46",2726.978260869565
"California 2010 american independent, bid 47",2668.9574468085107
"California 2010 american independent, bid 48",2613.3541666666665
"California 2010 american independent, bid 49",2560.0204081632655
"California 2010 american independent, bid 50",2508.82
"California 2010 american independent, bid 51",2459.627450980392
"California 2010 american independent, bid 52",2412.326923076923
"California 2010 american independent, bid 53",2366.811320754717
"California 2010 democrat, bid 1",5218441.0
"California 2010 democrat, bid 2",2609220.5
"California 2010 democrat, bid 3",1739480.3333333333
"California 2010 democrat, bid 4",1304610.25
"California 2010 democrat, bid 5",1043688.2
"California 2010 democrat, bid 6",869740.1666666666
"California 2010 democrat, bid 7",745491.5714285715
"California 2010 democrat, bid 8",652305.125
"California 2010 democrat, bid 9",579826.7777777778
"California 2010 democrat, bid 10",521844.1
"California 2010 democrat, bid 11",474403.7272727273
"California 2010 democrat, bid 12",434870.0833333333
"California 2010 democrat, bid 13",401418.53846153844
"California 2010 democrat, bid 14",372745.78571428574
"California 2010 democrat, bid 15",347896.06666666665
"California 2010 democrat, bid 16",326152.5625
"California 2010 democrat, bid 17",306967.1176470588
"California 2010 democrat, bid 18",289913.3888888889
"California 2010 democrat, bid 19",274654.7894736842
"California 2010 democrat, bid 20",260922.05
"California 2010 democrat, bid 21",248497.19047619047
"California 2010 democrat, bid 22",237201.86363636365
"California 2010 democrat, bid 23",226888.73913043478
"California 2010 democrat, bid 24",217435.04166666666
"California 2010 democrat, bid 25",208737.64
"California 2010 democrat, bid 26",200709.26923076922
"California 2010 democrat, bid 27",193275.59259259258
"California 2010 democrat, bid 28",186372.89285714287
"California 2010 democrat, bid 29",179946.24137931035
"California 2010 democrat, bid 30",173948.03333333333
"California 2010 democrat, bid 31",168336.8064516129
"California 2010 democrat, bid 32",163076.28125
"California 2010 democrat, bid 33",158134.57575757575
"California 2010 democrat, bid 34",153483.5588235294
"California 2010 democrat, bid 35",149098.3142857143
"California 2010 democrat, bid 36",144956.69444444444
"California 2010 democrat, bid 37",141038.94594594595
"California 2010 democrat, bid 38",137327.3947368421
"California 2010 democrat, bid 39",133806.1794871795
"California 2010 democrat, bid 40",130461.025
"California 2010 democrat, bid 41",127279.0487804878
"California 2010 democrat, bid 42",124248.59523809524
"California 2010 democrat, bid 43",121359.09302325582
"California 2010 democrat, bid 44",118600.93181818182
"California 2010 democrat, bid 45",115965.35555555555
"California 2010 democrat, bid 46",113444.36956521739
"California 2010 democrat, bid 47",111030.65957446808
"California 2010 democrat, bid 48",108717.52083333333
"California 2010 democrat, bid 49",106498.79591836735
"California 2010 democrat, bid 50",104368.82
"California 2010 democrat, bid 51",102322.37254901961
"California 2010 democrat, bid 52",100354.63461538461
"California 2010 democrat, bid 53",98461.15094339622
"California 2010 green, bid 1",128510.0
"California 2010 green, bid 2",64255.0
"California 2010 green, bid 3",42836.666666666664
"California 2010 green, bid 4",32127.5
"California 2010 green, bid 5",25702.0
"California 2010 green, bid 6",21418.333333333332
"California 2010 green, bid 7",18358.571428571428
"California 2010 green, bid 8",16063.75
"California 2010 green, bid 9",14278.888888888889
"California 2010 green, bid 10",12851.0
"California 2010 green, bid 11",11682.727272727272
"California 2010 green, bid 12",10709.166666666666
"California 2010 green, bid 13",9885.384615384615
"California 2010 green, bid 14",9179.285714285714
"California 2010 green, bid 15",8567.333333333334
"California 2010 green, bid 16",8031.875
"California 2010 green, bid 17",7559.411764705882
"California 2010 green, bid 18",7139.444444444444
"California 2010 green, bid 19",6763.684210526316
"California 2010 green, bid 20",6425.5
"California 2010 green, bid 21",6119.523809523809
"California 2010 green, bid 22",5841.363636363636
"California 2010 green, bid 23",5587.391304347826
"California 2010 green, bid 24",5354.583333333333
"California 2010 green, bid 25",5140.4
"California 2010 green, bid 26",4942.692307692308
"California 2010 green, bid 27",4759.62962962963
"California 2010 green, bid 28",4589.642857142857
"California 2010 green, bid 29",4431.379310344828
"California 2010 green, bid 30",4283.666666666667
"California 2010 green, bid 31",4145.4838709677415
"California 2010 green, bid 32",4015.9375
"California 2010 green, bid 33",3894.242424242424
"California 2010 green, bid 34",3779.705882352941
"California 2010 green, bid 35",3671.714285714286
"California 2010 green, bid 36",3569.722222222222
"California 2010 green, bid 37",3473.2432432432433
"California 2010 green, bid 38",3381.842105263158
"California 2010 green, bid 39",3295.128205128205
"California 2010 green, bid 40",3212.75
"California 2010 green, bid 41",3134.390243902439
"California 2010 green, bid 42",3059.7619047619046
"California 2010 green, bid 43",2988.6046511627906
"California 2010 green, bid 44",2920.681818181818
"California 2010 green, bid 45",2855.777777777778
"California 2010 green, bid 46",2793.695652173913
"California 2010 green, bid 47",2734.255319148936
"California 2010 green, bid 48",2677.2916666666665
"California 2010 green, bid 49",2622.6530612244896
"California 2010 green, bid 50",2570.2
"California 2010 green, bid 51",2519.8039215686276
"California 2010 green, bid 52",2471.346153846154
"California 2010 green, bid 53",2424.7169811320755
"California 2010 libertarian, bid 1",175242.0
"California 2010 libertarian, bid 2",87621.0
"California 2010 libertarian, bid 3",58414.0
"California 2010 libertarian, bid 4",43810.5
"California 2010 libertarian, bid 5",35048.4
"California 2010 libertarian, bid 6",29207.0
"California 2010 libertarian, bid 7",25034.571428571428
"California 2010 libertarian, bid 8",21905.25
"California 2010 libertarian, bid 9",19471.333333333332
"California 2010 libertarian, bid 10",17524.2
"California 2010 libertarian, bid 11",15931.09090909091
"California 2010 libertarian, bid 12",14603.5
"California 2010 libertarian, bid 13",13480.153846153846
"California 2010 libertarian, bid 14",12517.285714285714
"California 2010 libertarian, bid 15",11682.8
"California 2010 libertarian, bid 16",10952.625
"California 2010 libertarian, bid 17",10308.35294117647
"California 2010 libertarian, bid 18",9735.666666666666
"California 2010 libertarian, bid 19",9223.263157894737
"California 2010 libertarian, bid 20",8762.1
"California 2010 libertarian, bid 21",8344.857142857143
"California 2010 libertarian, bid 22",7965.545454545455
"California 2010 libertarian, bid 23",7619.217391304348
"California 2010 libertarian, bid 24",7301.75
"California 2010 libertarian, bid 25",7009.68
"California 2010 libertarian, bid 26",6740.076923076923
"California 2010 libertarian, bid 27",6490.444444444444
"California 2010 libertarian, bid 28",6258.642857142857
"California 2010 libertarian, bid 29",6042.827586206897
"California 2010 libertarian, bid 30",5841.4
"California 2010 libertarian, bid 31",5652.967741935484
"California 2010 libertarian, bid 32",5476.3125
"California 2010 libertarian, bid 33",5310.363636363636
"California 2010 libertarian, bid 34",5154.176470588235
"California 2010 libertarian, bid 35",5006.914285714286
"California 2010 libertarian, bid 36",4867.833333333333
"California 2010 libertarian, bid 37",4736.27027027027
"California 2010 libertarian, bid 38",4611.631578947368
"California 2010 libertarian, bid 39",4493.384615384615
"California 2010 libertarian, bid 40",4381.05
"California 2010 libertarian, bid 41",4274.195121951219
"California 2010 libertarian, bid 42",4172.428571428572
"California 2010 libertarian, bid 43",4075.3953488372094
"California 2010 libertarian, bid 44",3982.7727272727275
"California 2010 libertarian, bid 45",3894.266666666667
"California 2010 libertarian, bid 46",3809.608695652174
"California 2010 libertarian, bid 47",3728.553191489362
"California 2010 libertarian, bid 48",3650.875
"California 2010 libertarian, bid 49",3576.3673469387754
"California 2010 libertarian, bid 50",3504.84
"California 2010 libertarian, bid 51",3436.1176470588234
"California 2010 libertarian, bid 52",3370.0384615384614
"California 2010 libertarian, bid 53",3306.4528301886794
"California 2010 peace and freedom, bid 1",135093.0
"California 2010 peace and freedom, bid 2",67546.5
"California 2010 peace and freedom, bid 3",45031.0
"California 2010 peace and freedom, bid 4",33773.25
"California 2010 peace and freedom, bid 5",27018.6
"California 2010 peace and freedom, bid 6",22515.5
"California 2010 peace and freedom, bid 7",19299.0
"California 2010 peace and freedom, bid 8",16886.625
"California 2010 peace and freedom, bid 9",15010.333333333334
"California 2010 peace and freedom, bid 10",13509.3
"California 2010 peace and freedom, bid 11",12281.181818181818
"California 2010 peace and freedom, bid 12",11257.75
"California 2010 peace and freedom, bid 13",10391.76923076923
"California 2010 peace and freedom, bid 14",9649.5
"California 2010 peace and freedom, bid 15",9006.2
"California 2010 peace and freedom, bid 16",8443.3125
"California 2010 peace and freedom, bid 17",7946.64705882353
"California 2010 peace and freedom, bid 18",7505.166666666667
"California 2010 peace and freedom, bid 19",7110.1578947368425
"California 2010 peace and freedom, bid 20",6754.65
"California 2010 peace and freedom, bid 21",6433.0
"California 2010 peace and freedom, bid 22",6140.590909090909
"California 2010 peace and freedom, bid 23",5873.608695652174
"California 2010 peace and freedom, bid 24",5628.875
"California 2010 peace and freedom, bid 25",5403.72
"California 2010 peace and freedom, bid 26",5195.884615384615
"California 2010 peace and freedom, bid 27",5003.444444444444
"California 2010 peace and freedom, bid 28",4824.75
"California 2010 peace and freedom, bid 29",4658.379310344828
"California 2010 peace and freedom, bid 30",4503.1
"California 2010 peace and freedom, bid 31",4357.8387096774195
"California 2010 peace and freedom, bid 32",4221.65625
"California 2010 peace and freedom, bid 33",4093.7272727272725
"California 2010 peace and freedom, bid 34",3973.323529411765
"California 2010 peace and freedom, bid 35",3859.8
"California 2010 peace and freedom, bid 36",3752.5833333333335
"California 2010 peace and freedom, bid 37",3651.162162162162
"California 2010 peace and freedom, bid 38",3555.0789473684213
"California 2010 peace and freedom, bid 39",3463.923076923077
"California 2010 peace and freedom, bid 40",3377.325
"California 2010 peace and freedom, bid 41",3294.951219512195
"California 2010 peace and freedom, bid 42",3216.5
"California 2010 peace and freedom, bid 43",3141.6976744186045
"California 2010 peace and freedom, bid 44",3070.2954545454545
"California 2010 peace and freedom, bid 45",3002.0666666666666
"California 2010 peace and freedom, bid 46",2936.804347826087
"California 2010 peace and freedom, bid 47",2874.31914893617
"California 2010 peace and freedom, bid 48",2814.4375
"California 2010 peace and freedom, bid 49",2757.0
"California 2010 peace and freedom, bid 50",2701.86
"California 2010 peace and freedom, bid 51",2648.8823529411766
"California 2010 peace and freedom, bid 52",2597.9423076923076
"California 2010 peace and freedom, bid 53",2548.9245283018868
"California 2010 republican, bid 1",4217366.0
"California 2010 republican, bid 2",2108683.0
"California 2010 republican, bid 3",1405788.6666666667
"California 2010 republican, bid 4",1054341.5
"California 2010 republican, bid 5",843473.2
"California 2010 republican, bid 6",702894.3333333334
"California 2010 republican, bid 7",602480.8571428572
"California 2010 republican, bid 8",527170.75
"California 2010 republican, bid 9",468596.22222222225
"California 2010 republican, bid 10",421736.6
"California 2010 republican, bid 11",383396.9090909091
"California 2010 republican, bid 12",351447.1666666667
"California 2010 republican, bid 13",324412.76923076925
"California 2010 republican, bid 14",301240.4285714286
"California 2010 republican, bid 15",281157.73333333334
"California 2010 republican, bid 16",263585.375
"California 2010 republican, bid 17",248080.35294117648
"California 2010 republican, bid 18",234298.11111111112
"California 2010 republican, bid 19",221966.63157894736
"California 2010 republican, bid 20",210868.3
"California 2010 republican, bid 21",200826.95238095237
"California 2010 republican, bid 22",191698.45454545456
"California 2010 republican, bid 23",183363.73913043478
"California 2010 republican, bid 24",175723.58333333334
"California 2010 republican, bid 25",168694.64
"California 2010 republican, bid 26",162206.38461538462
"California 2010 republican, bid 27",156198.74074074073
"California 2010 republican, bid 28",150620.2142857143
"California 2010 republican, bid 29",145426.41379310345
"California 2010 republican, bid 30",140578.86666666667
"California 2010 republican, bid 31",136044.06451612903
"California 2010 republican, bid 32",131792.6875
"California 2010 republican, bid 33",127798.9696969697
"California 2010 republican, bid 34",124040.17647058824
"California 2010 republican, bid 35",120496.17142857143
"California 2010 republican, bid 36",117149.05555555556
"California 2010 republican, bid 37",113982.86486486487
"California 2010 republican, bid 38",110983.31578947368
"California 2010 republican, bid 39",108137.58974358975
"California 2010 republican, bid 40",105434.15
"California 2010 republican, bid 41",102862.58536585367
"California 2010 republican, bid 42",100413.47619047618
"California 2010 republican, bid 43",98078.27906976744
"California 2010 republican, bid 44",95849.22727272728
"California 2010 republican, bid 45",93719.24444444444
"California 2010 republican, bid 46",91681.86956521739
"California 2010 republican, bid 47",89731.1914893617
"California 2010 republican, bid 48",87861.79166666667
"California 2010 republican, bid 49",86068.69387755102
"California 2010 republican, bid 50",84347.32
"California 2010 republican, bid 51",82693.45098039215
"California 2010 republican, bid 52",81103.19230769231
"California 2010 republican, bid 53",79572.94339622642
"Colorado 2010 NA, bid 1",96.0
"Colorado 2010 NA, bid 2",48.0
"Colorado 2010 NA, bid 3",32.0
"Colorado 2010 NA, bid 4",24.0
"Colorado 2010 NA, bid 5",19.2
"Colorado 2010 NA, bid 6",16.0
"Colorado 2010 NA, bid 7",13.714285714285714
"Colorado 2010 democrat, bid 1",851590.0
"Colorado 2010 democrat, bid 2",425795.0
"Colorado 2010 democrat, bid 3",283863.3333333333
"Colorado 2010 democrat, bid 4",212897.5
"Colorado 2010 democrat, bid 5",170318.0
"Colorado 2010 democrat, bid 6",141931.66666666666
"Colorado 2010 democrat, bid 7",121655.71428571429
"Colorado 2010 green, bid 1",38768.0
"Colorado 2010 green, bid 2",19384.0
"Colorado 2010 green, bid 3",12922.666666666666
"Colorado 2010 green, bid 4",9692.0
"Colorado 2010 green, bid 5",7753.6
"Colorado 2010 green, bid 6",6461.333333333333
"Colorado 2010 green, bid 7",5538.285714285715
"Colorado 2010 independent reform, bid 1",19415.0
"Colorado 2010 independent reform, bid 2",9707.5
"Colorado 2010 independent reform, bid 3",6471.666666666667
"Colorado 2010 independent reform, bid 4",4853.75
"Colorado 2010 independent reform, bid 5",3883.0
"Colorado 2010 independent reform, bid 6",3235.8333333333335
"Colorado 2010 independent reform, bid 7",2773.5714285714284
"Colorado 2010 libertarian, bid 1",22589.0
"Colorado 2010 libertarian, bid 2",11294.5
"Colorado 2010 libertarian, bid 3",7529.666666666667
"Colorado 2010 libertarian, bid 4",5647.25
"Colorado 2010 libertarian, bid 5",4517.8
"Colorado 2010 libertarian, bid 6",3764.8333333333335
"Colorado 2010 libertarian, bid 7",3227.0
"Colorado 2010 republican, bid 1",822731.0
"Colorado 2010 republican, bid 2",411365.5
"Colorado 2010 republican, bid 3",274243.6666666667
"Colorado 2010 republican, bid 4",205682.75
"Colorado 2010 republican, bid 5",164546.2
"Colorado 2010 republican, bid 6",137121.83333333334
"Colorado 2010 republican, bid 7",117533.0
"Colorado 2010 unaffiliated, bid 1",17097.0
"Colorado 2010 unaffiliated, bid 2",8548.5
"Colorado 2010 unaffiliated, bid 3",5699.0
"Colorado 2010 unaffiliated, bid 4",4274.25
"Colorado 2010 unaffiliated, bid 5",3419.4
"Colorado 2010 unaffiliated, bid 6",2849.5
"Colorado 2010 unaffiliated, bid 7",2442.4285714285716
"Connecticut 2010 , bid 1",52.0
"Connecticut 2010 , bid 2",26.0
"Connecticut 2010 , bid 3",17.333333333333332
"Connecticut 2010 , bid 4",13.0
"Connecticut 2010 , bid 5",10.4
"Connecticut 2010 NA, bid 1",672.0
"Connecticut 2010 NA, bid 2",336.0
"Connecticut 2010 NA, bid 3",224.0
"Connecticut 2010 NA, bid 4",168.0
"Connecticut 2010 NA, bid 5",134.4
"Connecticut 2010 connecticut for lieberman, bid 1",6735.0
"Connecticut 2010 connecticut for lieberman, bid 2",3367.5
"Connecticut 2010 connecticut for lieberman, bid 3",2245.0
"Connecticut 2010 connecticut for lieberman, bid 4",1683.75
"Connecticut 2010 connecticut for lieberman, bid 5",1347.0
"Connecticut 2010 democrat, bid 1",605204.0
"Connecticut 2010 democrat, bid 2",302602.0
"Connecticut 2010 democrat, bid 3",201734.66666666666
"Connecticut 2010 democrat, bid 4",151301.0
"Connecticut 2010 democrat, bid 5",121040.8
"Connecticut 2010 independent, bid 1",11275.0
"Connecticut 2010 independent, bid 2",5637.5
"Connecticut 2010 independent, bid 3",3758.3333333333335
"Connecticut 2010 independent, bid 4",2818.75
"Connecticut 2010 independent, bid 5",2255.0
"Connecticut 2010 republican, bid 1",498341.0
"Connecticut 2010 republican, bid 2",249170.5
"Connecticut 2010 republican, bid 3",166113.66666666666
"Connecticut 2010 republican, bid 4",124585.25
"Connecticut 2010 republican, bid 5",99668.2
"Connecticut 2010 working families, bid 1",30836.0
"Connecticut 2010 working families, bid 2",15418.0
"Connecticut 2010 working families, bid 3",10278.666666666666
"Connecticut 2010 working families, bid 4",7709.0
"Connecticut 2010 working families, bid 5",6167.2
"Delaware 2010 NA, bid 1",35.0
"Delaware 2010 democrat, bid 1",174012.0
"Delaware 2010 independent party of delaware, bid 1",8201.0
"Delaware 2010 libertarian, bid 1",2101.0
"Delaware 2010 republican, bid 1",123053.0
"Florida 2010 NA, bid 1",108.0
"Florida 2010 NA, bid 2",54.0
"Florida 2010 NA, bid 3",36.0
"Florida 2010 NA, bid 4",27.0
"Florida 2010 NA, bid 5",21.6
"Florida 2010 NA, bid 6",18.0
"Florida 2010 NA, bid 7",15.428571428571429
"Florida 2010 NA, bid 8",13.5
"Florida 2010 NA, bid 9",12.0
"Florida 2010 NA, bid 10",10.8
"Florida 2010 NA, bid 11",9.818181818181818
"Florida 2010 NA, bid 12",9.0
"Florida 2010 NA, bid 13",8.307692307692308
"Florida 2010 NA, bid 14",7.714285714285714
"Florida 2010 NA, bid 15",7.2
"Florida 2010 NA, bid 16",6.75
"Florida 2010 NA, bid 17",6.352941176470588
"Florida 2010 NA, bid 18",6.0
"Florida 2010 NA, bid 19",5.684210526315789
"Florida 2010 NA, bid 20",5.4
"Florida 2010 NA, bid 21",5.142857142857143
"Florida 2010 NA, bid 22",4.909090909090909
"Florida 2010 NA, bid 23",4.695652173913044
"Florida 2010 NA, bid 24",4.5
"Florida 2010 NA, bid 25",4.32
"Florida 2010 constitution party of florida, bid 1",4792.0
"Florida 2010 constitution party of florida, bid 2",2396.0
"Florida 2010 constitution party of florida, bid 3",1597.3333333333333
"Florida 2010 constitution party of florida, bid 4",1198.0
"Florida 2010 constitution party of florida, bid 5",958.4
"Florida 2010 constitution party of florida, bid 6",798.6666666666666
"Florida 2010 constitution party of florida, bid 7",684.5714285714286
"Florida 2010 constitution party of florida, bid 8",599.0
"Florida 2010 constitution party of florida, bid 9",532.4444444444445
"Florida 2010 constitution party of florida, bid 10",479.2
"Florida 2010 constitution party of florida, bid 11",435.6363636363636
"Florida 2010 constitution party of florida, bid 12",399.3333333333333
"Florida 2010 constitution party of florida, bid 13",368.61538461538464
"Florida 2010 constitution party of florida, bid 14",342.2857142857143
"Florida 2010 constitution party of florida, bid 15",319.46666666666664
"Florida 2010 constitution party of florida, bid 16",299.5
"Florida 2010 constitution party of florida, bid 17",281.88235294117646
"Florida 2010 constitution party of florida, bid 18",266.22222222222223
"Florida 2010 constitution party of florida, bid 19",252.21052631578948
"Florida 2010 constitution party of florida, bid 20",239.6
"Florida 2010 constitution party of florida, bid 21",228.1904761904762
"Florida 2010 constitution party of florida, bid 22",217.8181818181818
"Florida 2010 constitution party of florida, bid 23",208.34782608695653
"Florida 2010 constitution party of florida, bid 24",199.66666666666666
"Florida 2010 constitution party of florida, bid 25",191.68
"Florida 2010 democrat, bid 1",1092936.0
"Florida 2010 democrat, bid 2",546468.0
"Florida 2010 democrat, bid 3",364312.0
"Florida 2010 democrat, bid 4",273234.0
"Florida 2010 democrat, bid 5",218587.2
"Florida 2010 democrat, bid 6",182156.0
"Florida 2010 democrat, bid 7",156133.7142857143
"Florida 2010 democrat, bid 8",136617.0
"Florida 2010 democrat, bid 9",121437.33333333333
"Florida 2010 democrat, bid 10",109293.6
"Florida 2010 democrat, bid 11",99357.81818181818
